algo_name,thread,cache_mb,time,res
dfs,1,4096,341772454,50000000
dfs,1,4096,335715496,50000000
dfs,1,4096,341904450,50000000
dfs,2,4096,180026123,50000000
dfs,2,4096,180566715,50000000
dfs,2,4096,179855349,50000000
dfs,4,4096,115827071,50000000
dfs,4,4096,108810588,50000000
dfs,4,4096,115043467,50000000
dfs,8,4096,65058214,50000000
dfs,8,4096,65655110,50000000
dfs,8,4096,66721247,50000000
dfs,16,4096,45915162,50000000
dfs,16,4096,45241144,50000000
dfs,16,4096,46065977,50000000
dfs,32,4096,44466691,50000000
dfs,32,4096,44969603,50000000
dfs,32,4096,44955297,50000000
dfs,64,4096,47269461,50000000
dfs,64,4096,46959516,50000000
dfs,64,4096,47143230,50000000
dfs,128,4096,48168868,50000000
dfs,128,4096,47947835,50000000
dfs,128,4096,47267456,50000000
