algo_name,thread,cache_mb,time,res
dfs,1,4096,1735323273,65608366
dfs,1,4096,1733794255,65608366
dfs,1,4096,1730089453,65608366
dfs,2,4096,883388662,65608366
dfs,2,4096,880027236,65608366
dfs,2,4096,885111481,65608366
dfs,4,4096,457031625,65608366
dfs,4,4096,453692615,65608366
dfs,4,4096,453744774,65608366
dfs,8,4096,239925425,65608366
dfs,8,4096,241694367,65608366
dfs,8,4096,241900690,65608366
dfs,16,4096,136029157,65608366
dfs,16,4096,136619564,65608366
dfs,16,4096,137301999,65608366
dfs,32,4096,96992447,65608366
dfs,32,4096,86844487,65608366
dfs,32,4096,85506861,65608366
dfs,64,4096,60425893,65608366
dfs,64,4096,60626411,65608366
dfs,64,4096,61274510,65608366
dfs,128,4096,49773986,65608366
dfs,128,4096,50768594,65608366
dfs,128,4096,49869702,65608366
dfs,256,4096,50960683,65608366
dfs,256,4096,49494749,65608366
dfs,256,4096,49312564,65608366
