algo_name,thread,cache_mb,time,res
dfs,1,8,2017854,1134890
dfs,1,8,2017946,1134890
dfs,1,8,1932057,1134890
dfs,2,8,1155646,1134890
dfs,2,8,1106404,1134890
dfs,2,8,1067217,1134890
dfs,4,8,592349,1134890
dfs,4,8,604701,1134890
dfs,4,8,622881,1134890
dfs,8,8,395951,1134890
dfs,8,8,423272,1134890
dfs,8,8,416762,1134890
dfs,16,8,299650,1134890
dfs,16,8,304079,1134890
dfs,16,8,312944,1134890
dfs,32,8,268700,1134890
dfs,32,8,269371,1134890
dfs,32,8,275012,1134890
dfs,64,8,274529,1134890
dfs,64,8,340355,1134890
dfs,64,8,340807,1134890
dfs,128,8,351441,1134890
dfs,128,8,350478,1134890
dfs,128,8,344176,1134890
