algo_name,thread,cache_mb,time,res
wcc,0,1,395795,0
wcc,0,1,366985,0
wcc,0,1,384859,0
wcc,0,2,392250,0
wcc,0,2,276809,0
wcc,0,2,438487,0
wcc,0,3,228915,0
wcc,0,3,243193,0
wcc,0,3,243877,0
wcc,0,4,245152,0
wcc,0,4,244435,0
wcc,0,4,224866,0
wcc,0,5,226058,0
wcc,0,5,213716,0
wcc,0,5,261150,0
wcc,0,10,170408,0
wcc,0,10,189144,0
wcc,0,10,199531,0
wcc,0,25,195396,0
wcc,0,25,192478,0
wcc,0,25,151189,0
wcc,0,50,132747,0
wcc,0,50,124237,0
wcc,0,50,129655,0
