algo_name,thread,cache_mb,time,res
randomwalk,1,64,40650086,4847500
randomwalk,1,64,38107311,4847500
randomwalk,1,64,39095743,4847500
randomwalk,2,64,22771378,4847500
randomwalk,2,64,23455872,4847500
randomwalk,2,64,23114084,4847500
randomwalk,4,64,13421441,4847500
randomwalk,4,64,13979489,4847500
randomwalk,4,64,14178399,4847500
randomwalk,8,64,8509163,4847500
randomwalk,8,64,9422079,4847500
randomwalk,8,64,8147567,4847500
randomwalk,16,64,7519849,4847500
randomwalk,16,64,7063733,4847500
randomwalk,16,64,6526299,4847500
randomwalk,32,64,7414201,4847500
randomwalk,32,64,7526922,4847500
randomwalk,32,64,7620972,4847500
randomwalk,64,64,10622931,4847500
randomwalk,64,64,10829940,4847500
randomwalk,64,64,10778441,4847500
randomwalk,128,64,17319233,4847500
randomwalk,128,64,17442968,4847500
randomwalk,128,64,17392472,4847500
randomwalk,256,64,30344531,4847500
randomwalk,256,64,31363804,4847500
randomwalk,256,64,31704088,4847500
