algo_name,thread,cache_mb,time,init_time,res,system
cc,8,128,177260928.0,11325383.0,0,Mosaic
cc,8,128,177277279.0,11286025.0,0,Mosaic
cc,8,128,175715161.00000003,11398628.0,0,Mosaic
cc,8,256,178543646.0,11482419.0,0,Mosaic
cc,8,256,180497036.00000003,11392972.0,0,Mosaic
cc,8,256,180836589.0,11373868.0,0,Mosaic
cc,8,512,181317164.0,11355779.0,0,Mosaic
cc,8,512,184394948.0,12350563.0,0,Mosaic
cc,8,512,181901695.0,11318373.0,0,Mosaic
cc,8,1024,185155633.0,12355277.0,0,Mosaic
cc,8,1024,184655649.0,11340862.0,0,Mosaic
cc,8,1024,183654611.00000003,11276966.0,0,Mosaic
cc,8,2048,187985495.99999997,11747003.0,0,Mosaic
cc,8,2048,187169642.00000003,11346245.0,0,Mosaic
cc,8,2048,186836847.0,11341869.0,0,Mosaic
cc,8,4096,190745462.0,11344414.0,0,Mosaic
cc,8,4096,189492463.99999997,12339991.0,0,Mosaic
cc,8,4096,189823418.0,11350817.0,0,Mosaic
cc,8,8192,191243437.0,11375282.0,0,Mosaic
cc,8,8192,193060846.00000003,12041464.0,0,Mosaic
cc,8,8192,192284544.0,11302127.0,0,Mosaic
cc,8,16384,194822003.0,11438271.0,0,Mosaic
cc,8,16384,193039017.0,11626477.0,0,Mosaic
cc,8,16384,195545844.99999997,11289579.0,0,Mosaic
