algo_name,thread,cache_mb,time,init_time,res,system
cc,8,2,625952.0000000001,1154107.0,0,Mosaic
cc,8,2,687180.0000000002,1179240.0,0,Mosaic
cc,8,2,674877.9999999999,1177214.0,0,Mosaic
cc,8,3,740688.0000000002,1170893.0,0,Mosaic
cc,8,3,777384.0000000002,1180682.0,0,Mosaic
cc,8,3,775482.0000000001,1195109.0,0,Mosaic
cc,8,4,801269.0000000001,1160842.0,0,Mosaic
cc,8,4,811524.0000000001,1161642.0,0,Mosaic
cc,8,4,789037.0,1174643.0,0,Mosaic
cc,8,5,829357.0,1183932.0,0,Mosaic
cc,8,5,866909.0,1175205.0,0,Mosaic
cc,8,5,838214.9999999999,1174068.0,0,Mosaic
cc,8,10,875141.0000000001,1155636.0,0,Mosaic
cc,8,10,874479.9999999999,1148957.0,0,Mosaic
cc,8,10,862223.0,1159742.0,0,Mosaic
cc,8,25,891197.0000000003,1144750.0,0,Mosaic
cc,8,25,902476.0000000001,1183062.0,0,Mosaic
cc,8,25,876674.0,1149016.0,0,Mosaic
cc,8,50,926301.9999999998,1177442.0,0,Mosaic
cc,8,50,925317.9999999998,1158579.0,0,Mosaic
cc,8,50,945962.9999999999,1182846.0,0,Mosaic
